"ensembl_gene_id","hgnc_symbol","percentage_gene_gc_content","gene_biotype","chromosome_name","gene_length"
"ENSG00000223609","HBD",38.32,"protein_coding","11",1798
"ENSG00000223688","RPS24P14",42.9,"processed_pseudogene","11",366
"ENSG00000223735","OR51B3P",43.7,"unprocessed_pseudogene","11",913
"ENSG00000223756","TSSC2",48.64,"transcribed_unprocessed_pseudogene","11",5122
"ENSG00000224295","OLFM5P",44.3,"unitary_pseudogene","11",1479
"ENSG00000224300","OR51P1P",46.71,"unprocessed_pseudogene","11",942
"ENSG00000224411","HSP90AA2P",41.8,"processed_pseudogene","11",2196
"ENSG00000225003","OR51A5P",42.57,"unprocessed_pseudogene","11",942
"ENSG00000225101","OR52K3P",41.15,"transcribed_unprocessed_pseudogene","11",3103
"ENSG00000226157","OR52E3P",45.51,"unprocessed_pseudogene","11",936
"ENSG00000226288","OR52I2",40.39,"protein_coding","11",7706
"ENSG00000226416","MRPL23-AS1",64.03,"lncRNA","11",1876
"ENSG00000226616","OR52M2P",50.78,"unprocessed_pseudogene","11",959
"ENSG00000227023","OR51A3P",45.02,"unprocessed_pseudogene","11",924
"ENSG00000227160","THEM7P",42.12,"transcribed_unitary_pseudogene","11",1436
"ENSG00000227892","OR5P4P",45.15,"unprocessed_pseudogene","11",917
"ENSG00000228901","HMGN2P36",51.1,"processed_pseudogene","11",409
"ENSG00000229093","OR51AB1P",38.55,"unprocessed_pseudogene","11",620
"ENSG00000229414","KCNQ1-AS1",60.21,"lncRNA","11",1084
"ENSG00000229534","HNRNPA1P53",45.77,"processed_pseudogene","11",946
"ENSG00000229671","LINC01150",46.15,"lncRNA","11",1398
"ENSG00000229988","HBBP1",38.88,"transcribed_unprocessed_pseudogene","11",1666
"ENSG00000230261","OR52J2P",45.9,"unprocessed_pseudogene","11",939
"ENSG00000230484","OR51A10P",49.09,"unitary_pseudogene","11",937
"ENSG00000230593","PPIAP40",48.16,"processed_pseudogene","11",490
"ENSG00000230980","RPL36AP39",48.74,"processed_pseudogene","11",318
"ENSG00000231049","OR52B5P",37.87,"transcribed_unprocessed_pseudogene","11",6705
"ENSG00000231070","OR52Y1P",43.13,"unprocessed_pseudogene","11",828
"ENSG00000231548","OR55B1P",43.52,"transcribed_unitary_pseudogene","11",4842
"ENSG00000232268","OR52I1",42.82,"protein_coding","11",4011
"ENSG00000232381","OR52U1P",49.08,"unprocessed_pseudogene","11",923
"ENSG00000232390","NDUFA5P1",42.23,"processed_pseudogene","11",341
"ENSG00000232987","LINC01219",62.29,"lncRNA","11",923
"ENSG00000233563","OR52E7P",43.62,"unprocessed_pseudogene","11",933
"ENSG00000233646","OR52T1P",42.28,"unprocessed_pseudogene","11",939
"ENSG00000234776","C11orf94",62.5,"protein_coding","11",1118
"ENSG00000234895","OR52X1P",50.98,"unitary_pseudogene","11",914
"ENSG00000235661","MIR670HG",44.22,"lncRNA","11",897
"ENSG00000236041","COX6CP18",45.5,"processed_pseudogene","11",222
"ENSG00000236175","SSU72P6",49.18,"processed_pseudogene","11",488
"ENSG00000236264","RPL26P30",46.74,"transcribed_processed_pseudogene","11",1613
"ENSG00000236287","ZBED5",40.77,"protein_coding","11",15898
"ENSG00000236301","MRGPRG-AS1",61.85,"lncRNA","11",4162
"ENSG00000236359","OR51B8P",45.9,"unprocessed_pseudogene","11",769
"ENSG00000236965","OR52N3P",44.43,"unprocessed_pseudogene","11",934
"ENSG00000236987","NDUFA5P8",41.91,"processed_pseudogene","11",346
"ENSG00000237226","RPS3AP39",39.35,"processed_pseudogene","11",775
"ENSG00000237272","OR51R1P",52.42,"unitary_pseudogene","11",952
"ENSG00000237354","OR52S1P",47.39,"unprocessed_pseudogene","11",937
"ENSG00000237941","KCNQ1DN",60.97,"lncRNA","11",1093
"ENSG00000238161","OR7E117P",47.66,"unprocessed_pseudogene","11",1112
"ENSG00000238184","CD81-AS1",50.77,"lncRNA","11",2631
"ENSG00000238304","RNU7-50P",38.71,"snRNA","11",62
"ENSG00000238622","SNORD97",38.03,"snoRNA","11",142
"ENSG00000240298","RPL36AP40",43.61,"processed_pseudogene","11",321
"ENSG00000240385","RPS29P20",45.61,"processed_pseudogene","11",171
"ENSG00000240454","RPL39P26",39.87,"processed_pseudogene","11",158
"ENSG00000240554","RPL7AP58",49.38,"processed_pseudogene","11",802
"ENSG00000241228","RPL12P31",46.67,"processed_pseudogene","11",450
"ENSG00000241943","RN7SL188P",45.96,"misc_RNA","11",285
"ENSG00000241950","RPL29P23",49.77,"processed_pseudogene","11",442
"ENSG00000242353","RPL12P30",46.69,"processed_pseudogene","11",499
"ENSG00000242834","RPL7AP56",47.79,"processed_pseudogene","11",791
"ENSG00000243505","RN7SL240P",47.9,"misc_RNA","11",286
"ENSG00000243721","RPL23AP63",46.92,"processed_pseudogene","11",471
"ENSG00000243964","RPL23AP65",48.72,"processed_pseudogene","11",468
"ENSG00000244267","RPL34P22",48.11,"processed_pseudogene","11",318
"ENSG00000244734","HBB",37.64,"protein_coding","11",3006
"ENSG00000244926","ALKBH3-AS1",40.54,"lncRNA","11",4485
"ENSG00000245522","LINC02709",55.96,"lncRNA","11",4479
"ENSG00000245573","BDNF-AS",39.46,"lncRNA","11",33715
"ENSG00000246273","SBF2-AS1",44.1,"lncRNA","11",18275
"ENSG00000246820","RIC3-DT",44.64,"lncRNA","11",3734
"ENSG00000247151","CSTF3-DT",40.6,"lncRNA","11",4549
"ENSG00000247271","ZBED5-AS1",40.64,"lncRNA","11",8064
"ENSG00000247473","CARS-AS1",47.09,"lncRNA","11",2718
"ENSG00000247595","SPTY2D1OS",43.98,"protein_coding","11",4099
"ENSG00000247675","LRP4-AS1",44.89,"lncRNA","11",2163
"ENSG00000248332","TUB-AS1",53.01,"lncRNA","11",2352
"ENSG00000248424","OR51K1P",48.84,"unprocessed_pseudogene","11",950
"ENSG00000248553","OR52H2P",45.23,"unitary_pseudogene","11",902
"ENSG00000248990","LINC02758",39.12,"lncRNA","11",520
"ENSG00000249633","OR52V1P",55.46,"unprocessed_pseudogene","11",898
"ENSG00000249867","LINC02742",36.04,"lncRNA","11",4121
"ENSG00000250640","OR7E41P",46.29,"unprocessed_pseudogene","11",1024
"ENSG00000251381","LINC00958",43.59,"lncRNA","11",22531
"ENSG00000251557","HNRNPKP3",40.5,"transcribed_processed_pseudogene","11",3792
"ENSG00000251862","MIR1343",79.76,"miRNA","11",84
"ENSG00000251934","RNU6-1143P",34.62,"snRNA","11",104
"ENSG00000251991","RNU7-49P",38.71,"snRNA","11",62
"ENSG00000252355","RN7SKP287",40.6,"misc_RNA","11",266
"ENSG00000252519","RNU6-783P",35.24,"snRNA","11",105
"ENSG00000252568","RNU7-28P",40.32,"snRNA","11",62
"ENSG00000252769","RNU6-943P",39.8,"snRNA","11",98
"ENSG00000252816","RNA5SP337",44.04,"rRNA_pseudogene","11",109
"ENSG00000252905","RNA5SP330",46.88,"rRNA_pseudogene","11",96
"ENSG00000252922","RNU6-365P",37.74,"snRNA","11",106
"ENSG00000252941","RNA5SP340",41.12,"rRNA_pseudogene","11",107
"ENSG00000253179","CALCP",62.69,"unprocessed_pseudogene","11",212
"ENSG00000254401","LINC02752",42,"lncRNA","11",2969
"ENSG00000254418","SPON1-AS1",42.48,"lncRNA","11",240
"ENSG00000254427","LINC02696",42.5,"lncRNA","11",9672
"ENSG00000254438","LINC02683",42.79,"lncRNA","11",684
"ENSG00000254453","NAV2-AS2",45.79,"lncRNA","11",782
"ENSG00000254456","LINC02699",36.07,"lncRNA","11",1930
"ENSG00000254463","PPIAP41",45.21,"processed_pseudogene","11",480
"ENSG00000254465","THAP12P4",38.51,"processed_pseudogene","11",2266
"ENSG00000254480","LINC02749",46.46,"lncRNA","11",1115
"ENSG00000254486","LINC02547",44.9,"lncRNA","11",3308
"ENSG00000254489","MPPED2-AS1",37.19,"lncRNA","11",3055
"ENSG00000254508","FBXO3-DT",49.49,"lncRNA","11",652
"ENSG00000254512","PHBP2",53.1,"processed_pseudogene","11",806
"ENSG00000254516","LINC02760",35.47,"lncRNA","11",376
"ENSG00000254529","MRGPRX7P",52,"unprocessed_pseudogene","11",952
"ENSG00000254530","LINC02755",36.97,"lncRNA","11",1705
"ENSG00000254541","MRGPRX6P",50.61,"unprocessed_pseudogene","11",988
"ENSG00000254542","NAV2-AS3",43.99,"lncRNA","11",598
"ENSG00000254544","PCNAP4",43.01,"processed_pseudogene","11",730
"ENSG00000254546","MRGPRX13P",50.66,"processed_pseudogene","11",681
"ENSG00000254560","BBOX1-AS1",38.93,"lncRNA","11",2579
"ENSG00000254562","LINC01493",34.05,"lncRNA","11",2910
"ENSG00000254594","LINC02686",32.76,"lncRNA","11",856
"ENSG00000254598","CSNK2A3",46.22,"protein_coding","11",1309
"ENSG00000254622","NAV2-AS4",45.91,"lncRNA","11",1181
"ENSG00000254642","COX6CP5",36.4,"processed_pseudogene","11",228
"ENSG00000254647","INS",64.81,"protein_coding","11",1858
"ENSG00000254654","LINC02685",52.24,"lncRNA","11",2903
"ENSG00000254661","LINC02682",46.71,"lncRNA","11",9065
"ENSG00000254670","RASSF10-DT",42.69,"lncRNA","11",670
"ENSG00000254720","MRGPRX10P",54.07,"unprocessed_pseudogene","11",958
"ENSG00000254738","MRGPRX11P",52.76,"unprocessed_pseudogene","11",961
"ENSG00000254781","GVINP2",36.42,"processed_pseudogene","11",2194
"ENSG00000254784","LRRC6P1",32.81,"processed_pseudogene","11",885
"ENSG00000254791","FAR1-IT1",44.96,"lncRNA","11",368
"ENSG00000254819","ANO3-AS1",36.82,"lncRNA","11",1412
"ENSG00000254827","SLC22A18AS",58.87,"protein_coding","11",3165
"ENSG00000254831","KRT18P58",54.11,"processed_pseudogene","11",1120
"ENSG00000254838","GVINP1",39.04,"transcribed_unprocessed_pseudogene","11",15709
"ENSG00000254857","MRGPRX12P",50.15,"processed_pseudogene","11",979
"ENSG00000254860","TMEM9B-AS1",44.12,"lncRNA","11",5312
"ENSG00000254862","LGR4-AS1",44.94,"lncRNA","11",1640
"ENSG00000254872","LINC02688",64.82,"lncRNA","11",4233
"ENSG00000254879","PTPRJ-AS1",47.24,"lncRNA","11",301
"ENSG00000254894","NAV2-AS1",38.88,"lncRNA","11",660
"ENSG00000254930","LINC02545",42.38,"lncRNA","11",306
"ENSG00000254934","LINC00678",44.02,"lncRNA","11",1388
"ENSG00000254946","LINC02751",44.38,"lncRNA","11",1653
"ENSG00000255007","LINC02489",48.75,"lncRNA","11",354
"ENSG00000255032","TSPAN18-AS1",51.62,"lncRNA","11",628
"ENSG00000255035","SDHCP4",50.2,"processed_pseudogene","11",510
"ENSG00000255040","MORF4L1P3",42.21,"processed_pseudogene","11",950
"ENSG00000255043","NAV2-AS5",43.92,"lncRNA","11",3876
"ENSG00000255047","HNRNPRP2",41.32,"processed_pseudogene","11",743
"ENSG00000255071","SAA2-SAA4",41.82,"protein_coding","11",743
"ENSG00000255075","CENPUP1",38.14,"processed_pseudogene","11",1202
"ENSG00000255079","LINC02704",52.33,"lncRNA","11",789
"ENSG00000255109","LINC02740",37.57,"lncRNA","11",2620
"ENSG00000255117","LINC02546",37.04,"lncRNA","11",5822
"ENSG00000255123","MTND5P21",40.23,"processed_pseudogene","11",522
"ENSG00000255133","LINC02721",47.67,"lncRNA","11",1595
"ENSG00000255138","GLTPP1",56.43,"processed_pseudogene","11",622
"ENSG00000255141","HNRNPA1P76",47.24,"processed_pseudogene","11",848
"ENSG00000255169","LINC02722",36.84,"lncRNA","11",547
"ENSG00000255171","LINC01499",37.04,"lncRNA","11",3522
"ENSG00000255175","LINC02759",36.37,"lncRNA","11",3474
"ENSG00000255193","LINC02726",35.93,"lncRNA","11",683
"ENSG00000255226","LINC02690",50.96,"lncRNA","11",3553
"ENSG00000255254","HIGD1AP5",44.4,"processed_pseudogene","11",259
"ENSG00000255267","LINC02687",50.48,"lncRNA","11",3486
"ENSG00000255269","LINC02710",45.97,"lncRNA","11",3570
"ENSG00000255270","NAV2-IT1",44.27,"lncRNA","11",506
"ENSG00000255276","RRM1-AS1",69.09,"lncRNA","11",346
"ENSG00000255291","HMGB1P40",49.12,"processed_pseudogene","11",540
"ENSG00000255293","WIZP1",62.16,"processed_pseudogene","11",2299
"ENSG00000255300","LINC02745",36.11,"lncRNA","11",1724
"ENSG00000255307","OR52B2",48.19,"protein_coding","11",1079
"ENSG00000255308","CSRP3-AS1",42.39,"lncRNA","11",516
"ENSG00000255323","LINC01495",37.18,"lncRNA","11",1158
"ENSG00000255335","LINC02729",62,"lncRNA","11",2492
"ENSG00000255359","CCDC179",34.01,"protein_coding","11",1222
"ENSG00000255370","CYCSP25",44.94,"processed_pseudogene","11",316
"ENSG00000255388","LINC02741",37.15,"lncRNA","11",3055
"ENSG00000255411","LINC02548",40.22,"lncRNA","11",4667
"ENSG00000255418","LINC02718",37.35,"lncRNA","11",1836
"ENSG00000255420","CASC23",44.96,"lncRNA","11",1594
"ENSG00000255424","MRGPRX9P",46.9,"unprocessed_pseudogene","11",742
"ENSG00000255427","LINC02707",41.68,"lncRNA","11",564
"ENSG00000255443","CD44-AS1",37.67,"lncRNA","11",587
"ENSG00000255481","OR56A7P",50.9,"unprocessed_pseudogene","11",941
"ENSG00000255490","EIF4A2P5",43.36,"processed_pseudogene","11",499
"ENSG00000255492","H3P33",39.19,"processed_pseudogene","11",370
"ENSG00000255522","SNRPCP5",61.38,"processed_pseudogene","11",189
"ENSG00000255536","MRGPRX5P",52.97,"unprocessed_pseudogene","11",961
"ENSG00000255823","MTRNR2L8",42.54,"protein_coding","11",1293
"ENSG00000256464","YWHABP2",43.2,"processed_pseudogene","11",713
"ENSG00000256746","MADD-AS1",44.43,"lncRNA","11",851
"ENSG00000258588","TRIM6-TRIM34",41.99,"protein_coding","11",3391
"ENSG00000258659","TRIM34",41.62,"protein_coding","11",4355
"ENSG00000260629","BGLT3",39.58,"lncRNA","11",993
"ENSG00000261340","LINC01616",34.82,"lncRNA","11",2280
"ENSG00000262655","SPON1",41.98,"protein_coding","11",6057
"ENSG00000262980","OR52L2P",51.46,"unprocessed_pseudogene","11",960
"ENSG00000263389","MIR3973",46.73,"miRNA","11",107
"ENSG00000263540","MIR5582",32.35,"miRNA","11",68
"ENSG00000263693","MIR3161",48.05,"miRNA","11",77
"ENSG00000264102","MIR4688",63.86,"miRNA","11",83
"ENSG00000264309","MIR4694",36.25,"miRNA","11",80
"ENSG00000264493","MIR4298",56.16,"miRNA","11",73
"ENSG00000264583","MIR4487",58.9,"miRNA","11",73
"ENSG00000264603","MIR3159",56.76,"miRNA","11",74
"ENSG00000264984","MIR5691",54.41,"miRNA","11",68
"ENSG00000265014","MIR3160-1",60,"miRNA","11",85
"ENSG00000265210","MIR4486",57.14,"miRNA","11",63
"ENSG00000265258","MIR4686",61.84,"miRNA","11",76
"ENSG00000265559","RN7SL652P",54.33,"misc_RNA","11",300
"ENSG00000266645","MIR4299",44.44,"miRNA","11",72
"ENSG00000269821","KCNQ1OT1",43.72,"lncRNA","11",91667
"ENSG00000270903","HNRNPA3P9",42.9,"processed_pseudogene","11",979
"ENSG00000271557","YPEL5P2",46.8,"processed_pseudogene","11",359
"ENSG00000271602","KRT8P49",57.12,"processed_pseudogene","11",1432
"ENSG00000272034","SNORD14A",42.86,"snoRNA","11",91
"ENSG00000272559","OR51F3P",44.95,"unprocessed_pseudogene","11",901
"ENSG00000272634","OR51F5P",38.03,"transcribed_unprocessed_pseudogene","11",3795
"ENSG00000272664","OR51C4P",46.41,"unprocessed_pseudogene","11",948
"ENSG00000272882","OR2BH1P",40.16,"unprocessed_pseudogene","11",864
"ENSG00000273051","OR51F4P",46.16,"unprocessed_pseudogene","11",899
"ENSG00000273085","OR52E1",43.95,"polymorphic_pseudogene","11",926
"ENSG00000273912","MIR8068",38.24,"miRNA","11",68
"ENSG00000275208","MIR6745",58.27,"miRNA","11",127
"ENSG00000275373","MIR6124",61.18,"miRNA","11",85
"ENSG00000275868","MIR8054",41.86,"miRNA","11",86
"ENSG00000276639","MIR7154",50.68,"miRNA","11",73
"ENSG00000276789","MRGPRX8P",48.84,"processed_pseudogene","11",778
"ENSG00000277514","OR52Q1P",40.91,"unprocessed_pseudogene","11",682
"ENSG00000277932","OR52E5",37.61,"protein_coding","11",2244
"ENSG00000278483","MIR8087",44.87,"miRNA","11",78
"ENSG00000278529","MIR8070",47.73,"miRNA","11",88
"ENSG00000278870","OR51G1",49.79,"protein_coding","11",966
"ENSG00000279000","OR10A6",36.09,"protein_coding","11",7078
"ENSG00000279012","OR51B2",43.02,"protein_coding","11",939
"ENSG00000279270","OR52R1",50.84,"protein_coding","11",948
"ENSG00000279486","OR2AG1",38.4,"protein_coding","11",9273
"ENSG00000280021","OR51F1",44.27,"protein_coding","11",1899
"ENSG00000280798","LINC00294",45.1,"lncRNA","11",3306
"ENSG00000281880","PAUPAR",43.51,"lncRNA","11",33316
"ENSG00000283497","MIR3160-2",59.26,"miRNA","11",81
"ENSG00000283787","PRR33",66.16,"protein_coding","11",3319
"ENSG00000283813","MIR4485",61.4,"miRNA","11",57
"ENSG00000283873","SSU72P4",49.06,"protein_coding","11",585
"ENSG00000284010","MIR675",68.49,"miRNA","11",73
"ENSG00000284018","SSU72P5",49.06,"protein_coding","11",585
"ENSG00000284094","MIR6073",48.31,"miRNA","11",89
"ENSG00000284306","SSU72P2",48.55,"protein_coding","11",585
"ENSG00000284438","SSU72P7",49.06,"protein_coding","11",585
"ENSG00000284525","MIR4687",65,"miRNA","11",80
"ENSG00000284546","SSU72P3",49.23,"protein_coding","11",585
"ENSG00000284594","MIR7847",65.05,"miRNA","11",103
"ENSG00000002330","BAD",53.92,"protein_coding","11",4092
"ENSG00000006118","TMEM132A",58.71,"protein_coding","11",17627
"ENSG00000006534","ALDH3B1",58.4,"protein_coding","11",14253
"ENSG00000011347","SYT7",57.18,"protein_coding","11",14366
"ENSG00000013725","CD6",49.93,"protein_coding","11",11284
"ENSG00000014138","POLA2",47.81,"protein_coding","11",9990
"ENSG00000014216","CAPN1",51.18,"protein_coding","11",18035
"ENSG00000068831","RASGRP2",55.63,"protein_coding","11",13569
"ENSG00000068971","PPP2R5B",54.41,"protein_coding","11",4415
"ENSG00000068976","PYGM",56.89,"protein_coding","11",6257
"ENSG00000069482","GAL",57.14,"protein_coding","11",1395
"ENSG00000071203","MS4A12",39.32,"protein_coding","11",2802
"ENSG00000072518","MARK2",49.65,"protein_coding","11",14461
"ENSG00000075388","FGF4",55.25,"protein_coding","11",3722
"ENSG00000084207","GSTP1",62.26,"protein_coding","11",5020
"ENSG00000085733","CTTN",52.81,"protein_coding","11",13948
"ENSG00000086205","FOLH1",35.66,"protein_coding","11",11087
"ENSG00000087365","SF3B2",48.41,"protein_coding","11",14313
"ENSG00000089597","GANAB",50.02,"protein_coding","11",15376
"ENSG00000109991","P2RX3",50.22,"protein_coding","11",5576
"ENSG00000110011","DNAJC4",58.22,"protein_coding","11",7348
"ENSG00000110025","SNX15",51.28,"protein_coding","11",7972
"ENSG00000110031","LPXN",38.55,"protein_coding","11",5368
"ENSG00000110042","DTX4",47.6,"protein_coding","11",8165
"ENSG00000110046","ATG2A",60.32,"protein_coding","11",10643
"ENSG00000110047","EHD1",54.84,"protein_coding","11",18244
"ENSG00000110048","OSBP",42.65,"protein_coding","11",6199
"ENSG00000110057","UNC93B1",58.6,"protein_coding","11",7802
"ENSG00000110066","KMT5B",42.48,"protein_coding","11",18589
"ENSG00000110075","PPP6R3",41.89,"protein_coding","11",24992
"ENSG00000110076","NRXN2",54.53,"protein_coding","11",19093
"ENSG00000110077","MS4A6A",40.17,"protein_coding","11",13616
"ENSG00000110079","MS4A4A",38.48,"protein_coding","11",5287
"ENSG00000110090","CPT1A",50.04,"protein_coding","11",7978
"ENSG00000110092","CCND1",58.63,"protein_coding","11",7185
"ENSG00000110104","CCDC86",54.7,"protein_coding","11",6453
"ENSG00000110107","PRPF19",46.54,"protein_coding","11",5097
"ENSG00000110108","TMEM109",51.06,"protein_coding","11",4709
"ENSG00000110195","FOLR1",50.62,"protein_coding","11",2723
"ENSG00000110200","ANAPC15",52.32,"protein_coding","11",7526
"ENSG00000110203","FOLR3",45.32,"protein_coding","11",3421
"ENSG00000110446","SLC15A3",52.85,"protein_coding","11",11049
"ENSG00000110448","CD5",52.91,"protein_coding","11",3266
"ENSG00000110484","SCGB2A2",40.59,"protein_coding","11",1697
"ENSG00000110583","NAA40",50.29,"protein_coding","11",12398
"ENSG00000110697","PITPNM1",62.46,"protein_coding","11",12841
"ENSG00000110711","AIP",56.24,"protein_coding","11",2811
"ENSG00000110717","NDUFS8",57.63,"protein_coding","11",9392
"ENSG00000110719","TCIRG1",63.64,"protein_coding","11",10657
"ENSG00000110721","CHKA",44.1,"protein_coding","11",6782
"ENSG00000121680","PEX16",58.01,"protein_coding","11",6543
"ENSG00000123447","TYRL",34.83,"unprocessed_pseudogene","11",441
"ENSG00000124900","TRIM51",36.58,"protein_coding","11",1928
"ENSG00000124915","MYRF-AS1",59.28,"lncRNA","11",3400
"ENSG00000124920","MYRF",59.94,"protein_coding","11",17044
"ENSG00000124935","SCGB1D2",52.06,"protein_coding","11",455
"ENSG00000124939","SCGB2A1",44.24,"protein_coding","11",520
"ENSG00000126391","FRMD8",56.25,"protein_coding","11",8704
"ENSG00000126432","PRDX5",57.3,"protein_coding","11",1377
"ENSG00000131620","ANO1",54.71,"protein_coding","11",10470
"ENSG00000131626","PPFIA1",45.09,"protein_coding","11",27054
"ENSG00000132275","RRP8",47.37,"protein_coding","11",10041
"ENSG00000132740","IGHMBP2",50.65,"protein_coding","11",14030
"ENSG00000132744","ACY3",57.66,"protein_coding","11",1992
"ENSG00000132746","ALDH3B2",52.58,"protein_coding","11",9392
"ENSG00000132749","TESMIN",45.07,"protein_coding","11",9044
"ENSG00000133315","MACROD1",58.06,"protein_coding","11",4308
"ENSG00000133316","WDR74",51.65,"protein_coding","11",9287
"ENSG00000133317","LGALS12",52.28,"protein_coding","11",4148
"ENSG00000133318","RTN3",42.12,"protein_coding","11",18378
"ENSG00000133321","PLAAT4",48.53,"protein_coding","11",3166
"ENSG00000133328","PLAAT2",47.86,"protein_coding","11",738
"ENSG00000133884","DPF2",48.46,"protein_coding","11",18647
"ENSG00000133895","MEN1",57.78,"protein_coding","11",21616
"ENSG00000134780","DAGLA",57.51,"protein_coding","11",11359
"ENSG00000134802","SLC43A3",48.17,"protein_coding","11",12484
"ENSG00000134809","TIMM10",47.99,"protein_coding","11",1568
"ENSG00000134812","CBLIF",40.82,"protein_coding","11",4887
"ENSG00000134817","APLNR",55.35,"protein_coding","11",7124
"ENSG00000134824","FADS2",51.23,"protein_coding","11",15955
"ENSG00000134825","TMEM258",58.49,"protein_coding","11",4704
"ENSG00000134827","TCN1",39.57,"protein_coding","11",3387
"ENSG00000137478","FCHSD2",38.88,"protein_coding","11",9943
"ENSG00000137496","IL18BP",57.1,"protein_coding","11",13105
"ENSG00000137497","NUMA1",46.62,"protein_coding","11",32078
"ENSG00000137522","RNF121",42.62,"protein_coding","11",11450
"ENSG00000142186","SCYL1",57.59,"protein_coding","11",10743
"ENSG00000146670","CDCA5",52.67,"protein_coding","11",7856
"ENSG00000149016","TUT1",48.7,"protein_coding","11",7864
"ENSG00000149021","SCGB1A1",50.41,"protein_coding","11",772
"ENSG00000149115","TNKS1BP1",55.55,"protein_coding","11",14218
"ENSG00000149124","GLYAT",39.37,"protein_coding","11",5755
"ENSG00000149131","SERPING1",47.51,"protein_coding","11",11410
"ENSG00000149133","OR5F1",45.71,"protein_coding","11",945
"ENSG00000149136","SSRP1",50.56,"protein_coding","11",9659
"ENSG00000149150","SLC43A1",50.69,"protein_coding","11",6774
"ENSG00000149452","SLC22A8",50.4,"protein_coding","11",15519
"ENSG00000149476","TKFC",54.64,"protein_coding","11",14490
"ENSG00000149480","MTA2",52.42,"protein_coding","11",7093
"ENSG00000149483","TMEM138",47.18,"protein_coding","11",12336
"ENSG00000149485","FADS1",50.81,"protein_coding","11",16699
"ENSG00000149489","ROM1",63.4,"protein_coding","11",3913
"ENSG00000149499","EML3",57.83,"protein_coding","11",14643
"ENSG00000149503","INCENP",53.86,"protein_coding","11",8164
"ENSG00000149506","ZP1",55.31,"protein_coding","11",4524
"ENSG00000149507","OOSP2",38.11,"protein_coding","11",2220
"ENSG00000149516","MS4A3",39.16,"protein_coding","11",5858
"ENSG00000149532","CPSF7",44.18,"protein_coding","11",17855
"ENSG00000149534","MS4A2",38.41,"protein_coding","11",8210
"ENSG00000149541","B3GAT3",53.96,"protein_coding","11",5658
"ENSG00000149716","LTO1",53.52,"protein_coding","11",18816
"ENSG00000149735","GPHA2",57.7,"protein_coding","11",1512
"ENSG00000149742","SLC22A9",37.6,"protein_coding","11",3820
"ENSG00000149743","TRPT1",60.14,"protein_coding","11",8520
"ENSG00000149761","NUDT22",59.06,"protein_coding","11",9184
"ENSG00000149781","FERMT3",56.16,"protein_coding","11",7104
"ENSG00000149782","PLCB3",60.32,"protein_coding","11",6567
"ENSG00000149792","MRPL49",50.97,"protein_coding","11",10539
"ENSG00000149798","CDC42EP2",56.09,"protein_coding","11",3242
"ENSG00000149806","FAU",53.42,"protein_coding","11",4634
"ENSG00000149809","TM7SF2",60.12,"protein_coding","11",13579
"ENSG00000149823","VPS51",50.69,"protein_coding","11",13489
"ENSG00000150244","TRIM48",36.88,"protein_coding","11",1467
"ENSG00000150261","OR8K1",38.45,"protein_coding","11",1087
"ENSG00000150269","OR5M9",45.55,"protein_coding","11",933
"ENSG00000156575","PRG3",49.61,"protein_coding","11",869
"ENSG00000156587","UBE2L6",48.66,"protein_coding","11",4127
"ENSG00000156599","ZDHHC5",45.38,"protein_coding","11",10795
"ENSG00000156603","MED19",45.7,"protein_coding","11",5462
"ENSG00000156689","GLYATL2",39.11,"protein_coding","11",3098
"ENSG00000156738","MS4A1",40.06,"protein_coding","11",12871
"ENSG00000158483","FAM86C1",52.96,"protein_coding","11",8120
"ENSG00000162105","SHANK2",51.53,"protein_coding","11",36593
"ENSG00000162129","CLPB",45.77,"protein_coding","11",21588
"ENSG00000162144","CYB561A3",52.14,"protein_coding","11",25696
"ENSG00000162148","PPP1R32",57.34,"protein_coding","11",3188
"ENSG00000162174","ASRGL1",44.11,"protein_coding","11",9312
"ENSG00000162188","GNG3",55.31,"protein_coding","11",864
"ENSG00000162191","UBXN1",52.86,"protein_coding","11",11223
"ENSG00000162194","LBHD1",52.45,"protein_coding","11",8610
"ENSG00000162222","TTC9C",47.12,"protein_coding","11",4509
"ENSG00000162227","TAF6L",51.72,"protein_coding","11",5195
"ENSG00000162231","NXF1",50.07,"protein_coding","11",12560
"ENSG00000162236","STX5",47.03,"protein_coding","11",6877
"ENSG00000162241","SLC25A45",59.38,"protein_coding","11",19991
"ENSG00000162298","SYVN1",55.16,"protein_coding","11",13978
"ENSG00000162300","ZFPL1",56.22,"protein_coding","11",10046
"ENSG00000162302","RPS6KA4",56.99,"protein_coding","11",7870
"ENSG00000162337","LRP5",54.62,"protein_coding","11",11078
"ENSG00000162341","TPCN2",56.48,"protein_coding","11",15514
"ENSG00000162344","FGF19",53.54,"protein_coding","11",1821
"ENSG00000165457","FOLR2",48.88,"protein_coding","11",4577
"ENSG00000165458","INPPL1",58.53,"protein_coding","11",15873
"ENSG00000165462","PHOX2A",61.28,"protein_coding","11",3232
"ENSG00000166007","TRIM51HP",36.41,"transcribed_unprocessed_pseudogene","11",2579
"ENSG00000166333","ILK",49.78,"protein_coding","11",10247
"ENSG00000166471","TMEM41B",42.34,"protein_coding","11",10570
"ENSG00000166478","ZNF143",42.79,"protein_coding","11",8361
"ENSG00000166693","OR5M13P",45.04,"unprocessed_pseudogene","11",937
